Story_body,Question,Answer,Story_flow,Story_type,Question_type
Benjamin entered the patio. Jackson entered the patio. The pumpkin is in the bottle. The bottle is in the patio. Jack entered the patio. Jackson moved the pumpkin to the suitcase. The suitcase is in the patio. Jack exited the patio. Benjamin exited the patio. Benjamin entered the patio.,Where was the pumpkin at the beginning?,bottle,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_2_enters', 'agent_1_exits', 'agent_2_exits', 'agent_1_reenters_loc']",memory,true_belief
Logan entered the hall. Jack entered the hall. The orange is in the box. The box is in the hall. Jack moved the orange to the bottle. The bottle is in the hall. Logan exited the hall.,Where does Logan think that Jack searches for the orange?,bottle,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits']",second_order_0_no_tom,true_belief
Logan entered the patio. Emma entered the patio. The lime is in the bucket. The bucket is in the patio. Noah dislikes the shirt. Logan moved the lime to the box. The box is in the patio. Emma exited the patio. Logan exited the patio. Emma dislikes the cucumber. Emma entered the patio.,Where will Emma look for the lime?,box,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",first_order_1_no_tom,second_order_false_belief
Chloe entered the staircase. Mila hates the watermelon. Lucas entered the staircase. The plum is in the container. The container is in the staircase. Mila entered the playroom. Lucas moved the plum to the cupboard. The cupboard is in the staircase. Chloe exited the staircase.,Where does Chloe think that Lucas searches for the plum?,cupboard,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_2_enters', 'agent_1_exits']",second_order_0_no_tom,true_belief
James entered the bedroom. Liam loves the slacks. Olivia entered the bedroom. The radish is in the suitcase. The suitcase is in the bedroom. Olivia hates the pear. James moved the radish to the basket. The basket is in the bedroom. Olivia exited the bedroom. Olivia entered the bedroom.,Where will James look for the radish?,basket,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_1_reenters_loc']",first_order_0_no_tom,true_belief
Abigail entered the garage. Amelia entered the garage. Isla entered the garage. The pineapple is in the bucket. The bucket is in the garage. Abigail exited the garage. Amelia moved the pineapple to the drawer. The drawer is in the garage. Isla exited the garage. Amelia exited the garage. Isla entered the garage.,Where was the pineapple at the beginning?,bucket,"['agent_2_enters', 'enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_2_exits', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",memory,second_order_false_belief
James entered the workshop. Charlotte entered the workshop. Isla entered the workshop. The pumpkin is in the envelope. The envelope is in the workshop. Isla moved the pumpkin to the box. The box is in the workshop. James exited the workshop. Isla exited the workshop. James entered the workshop. Charlotte dislikes the tangerine.,Where was the pumpkin at the beginning?,envelope,"['enter_agent_1', 'agent_2_enters', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",memory,second_order_false_belief
Chloe entered the staircase. Emily is in the staircase. The peach is in the basket. The basket is in the staircase. Emily exited the staircase. Emily likes the shirt. Chloe moved the peach to the treasure_chest. The treasure_chest is in the staircase. Chloe exited the staircase. Emily entered the living_room.,Where will Emily look for the peach?,basket,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_alt_loc']",first_order_1_tom,second_order_false_belief
Jack entered the kitchen. Charlotte entered the kitchen. Jack hates the cabbage. The pajamas is in the treasure_chest. The treasure_chest is in the kitchen. Charlotte exited the kitchen. Jack moved the pajamas to the container. The container is in the kitchen.,Where will Charlotte look for the pajamas?,treasure_chest,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj']",first_order_1_tom,false_belief
Logan entered the hall. Carter entered the hall. The beans is in the treasure_chest. The treasure_chest is in the hall. Logan moved the beans to the envelope. The envelope is in the hall. Carter exited the hall.,Where was the beans at the beginning?,treasure_chest,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits']",memory,true_belief
Noah entered the garden. James is in the garden. The onion is in the container. The container is in the garden. Noah moved the onion to the drawer. The drawer is in the garden. James exited the garden. Noah exited the garden. James entered the garden.,Where is the onion really?,drawer,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",reality,second_order_false_belief
Aria entered the back_yard. Charlotte entered the back_yard. The slippers is in the suitcase. The suitcase is in the back_yard. Aria moved the slippers to the drawer. The drawer is in the back_yard. Charlotte exited the back_yard.,Where does Aria think that Charlotte searches for the slippers?,drawer,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits']",second_order_0_no_tom,true_belief
Aiden entered the basement. Aria entered the attic. James entered the basement. The sweet_potato is in the bathtub. The bathtub is in the basement. Aiden exited the basement. James moved the sweet_potato to the treasure_chest. The treasure_chest is in the basement.,Where is the sweet_potato really?,treasure_chest,"['enter_agent_1', 'agent_2_enters', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj']",reality,false_belief
Jayden entered the kitchen. Emma entered the kitchen. Isla entered the kitchen. Isla exited the kitchen. Jayden loves the t-shirt. Emma likes the strawberry. The cap is in the box. The box is in the kitchen. Emma exited the kitchen. Jayden moved the cap to the cupboard. The cupboard is in the kitchen. Emma entered the kitchen.,Where does Jayden think that Emma searches for the cap?,cupboard,"['enter_agent_0', 'enter_agent_1', 'agent_2_enters', 'agent_2_exits', 'agent_1_exits', 'agent_0_moves_obj', 'agent_1_reenters_loc']",second_order_0_no_tom,false_belief
William entered the hall. Noah entered the hall. Logan entered the hall. Logan exited the hall. The plum is in the crate. The crate is in the hall. William likes the plum. William exited the hall. Noah moved the plum to the drawer. The drawer is in the hall.,Where is the plum really?,drawer,"['enter_agent_1', 'enter_agent_0', 'agent_2_enters', 'agent_2_exits', 'agent_1_exits', 'agent_0_moves_obj']",reality,false_belief
Ethan entered the patio. Olivia loves the tangerine. Olivia entered the patio. Sophia hates the cabbage. Sophia entered the patio. The stockings is in the envelope. The envelope is in the patio. Olivia moved the stockings to the bathtub. The bathtub is in the patio. Ethan exited the patio. Ethan entered the workshop.,Where will Ethan look for the stockings?,bathtub,"['enter_agent_1', 'enter_agent_0', 'agent_2_enters', 'agent_0_moves_obj', 'agent_1_exits', 'agent_1_reenters_alt_loc']",first_order_0_no_tom,true_belief
James entered the attic. Logan entered the attic. The eggplant is in the drawer. The drawer is in the attic. James moved the eggplant to the box. The box is in the attic. Logan exited the attic. James exited the attic. Logan entered the master_bedroom.,Where will James look for the eggplant?,box,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc']",first_order_0_no_tom,second_order_false_belief
Ella entered the workshop. Isla entered the workshop. The potato is in the suitcase. The suitcase is in the workshop. Ethan entered the basement. Ella exited the workshop. Isla moved the potato to the treasure_chest. The treasure_chest is in the workshop. Isla exited the workshop. Ella entered the workshop.,Where does Isla think that Ella searches for the potato?,suitcase,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_2_enters', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_loc']",second_order_1_tom,second_order_false_belief
Owen dislikes the pajamas. Lucas entered the workshop. Owen is in the workshop. The watermelon is in the container. The container is in the workshop. Lucas moved the watermelon to the treasure_chest. The treasure_chest is in the workshop. Owen exited the workshop. Lucas exited the workshop. Owen entered the sunroom.,Where was the watermelon at the beginning?,container,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc']",memory,second_order_false_belief
William entered the basement. Hunter entered the basement. William exited the basement. Lily entered the basement. The spinach is in the suitcase. The suitcase is in the basement. Lily exited the basement. Hunter moved the spinach to the bucket. The bucket is in the basement. Hunter loves the onion. Lily entered the basement.,Where will Hunter look for the spinach?,bucket,"['agent_2_enters', 'enter_agent_0', 'agent_2_exits', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_1_reenters_loc']",first_order_0_no_tom,false_belief
Owen entered the porch. Hannah entered the crawlspace. Logan entered the crawlspace. Owen loves the stockings. The scarf is in the drawer. The drawer is in the crawlspace. Logan moved the scarf to the bottle. The bottle is in the crawlspace. Hannah exited the crawlspace.,Where does Logan think that Hannah searches for the scarf?,bottle,"['agent_2_enters', 'enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits']",second_order_1_no_tom,true_belief
Carter likes the melon. Avery entered the living_room. Carter entered the living_room. The banana is in the pantry. The pantry is in the living_room. Carter exited the living_room. Hannah entered the living_room. Avery moved the banana to the bucket. The bucket is in the living_room. Hannah exited the living_room. Avery dislikes the underpants. Carter entered the cellar.,Where is the banana really?,bucket,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_2_enters', 'agent_1_reenters_alt_loc', 'agent_2_exits']",reality,false_belief
Abigail entered the playroom. Emily entered the playroom. The raincoat is in the envelope. The envelope is in the playroom. Emily exited the playroom. Abigail dislikes the grapes. Abigail moved the raincoat to the pantry. The pantry is in the playroom. Abigail exited the playroom. Emily entered the pantry. Abigail loves the peas.,Where does Emily think that Abigail searches for the raincoat?,envelope,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_alt_loc']",second_order_1_tom,second_order_false_belief
Emily entered the bathroom. Sophia entered the bathroom. Chloe entered the bathroom. Chloe exited the bathroom. The grapes is in the box. The box is in the bathroom. Chloe dislikes the peach. Emily exited the bathroom. Sophia moved the grapes to the bucket. The bucket is in the bathroom.,Where was the grapes at the beginning?,box,"['enter_agent_1', 'enter_agent_0', 'agent_2_enters', 'agent_2_exits', 'agent_1_exits', 'agent_0_moves_obj']",memory,false_belief
Noah hates the pear. Amelia entered the playroom. Lucas entered the playroom. Noah entered the playroom. The peas is in the cupboard. The cupboard is in the playroom. Amelia exited the playroom. Lucas moved the peas to the bathtub. The bathtub is in the playroom. Noah exited the playroom. Noah loves the beans. Noah entered the playroom.,Where will Lucas look for the peas?,bathtub,"['agent_2_enters', 'enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_2_exits', 'agent_1_exits', 'agent_1_reenters_loc']",first_order_0_no_tom,true_belief
Jack dislikes the pumpkin. Ethan entered the workshop. James entered the TV_room. Jack entered the TV_room. The underclothes is in the crate. The crate is in the TV_room. James exited the TV_room. James likes the scarf. Jack moved the underclothes to the bottle. The bottle is in the TV_room. Jack exited the TV_room. Ethan exited the workshop. James entered the workshop.,Where was the underclothes at the beginning?,crate,"['agent_2_enters', 'enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_alt_loc', 'agent_2_exits']",memory,second_order_false_belief
Elizabeth entered the porch. Owen entered the porch. Ethan entered the porch. The orange is in the drawer. The drawer is in the porch. Owen exited the porch. Elizabeth moved the orange to the crate. The crate is in the porch.,Where is the orange really?,crate,"['enter_agent_0', 'enter_agent_1', 'agent_2_enters', 'agent_1_exits', 'agent_0_moves_obj']",reality,false_belief
Jayden entered the front_yard. Hannah entered the front_yard. The carrot is in the bathtub. The bathtub is in the front_yard. Mia entered the sunroom. Jayden moved the carrot to the cupboard. The cupboard is in the front_yard. Hannah exited the front_yard. Mia exited the sunroom. Jayden exited the front_yard. Hannah entered the sunroom.,Where will Jayden look for the carrot?,cupboard,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_2_enters', 'agent_1_exits', 'agent_0_exits', 'agent_2_exits', 'agent_1_reenters_alt_loc']",first_order_0_no_tom,second_order_false_belief
Elizabeth likes the jeans. Charlotte entered the patio. Chloe entered the patio. The apple is in the container. The container is in the patio. Elizabeth loves the beans. Chloe exited the patio. Chloe entered the patio. Charlotte moved the apple to the crate. The crate is in the patio.,Where does Chloe think that Charlotte searches for the apple?,crate,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj']",second_order_1_no_tom,true_belief
Alexander loves the peas. Ava entered the cellar. Alexander entered the cellar. Charlotte entered the cellar. The potato is in the drawer. The drawer is in the cellar. Ava moved the potato to the basket. The basket is in the cellar. Charlotte exited the cellar.,Where will Charlotte look for the potato?,basket,"['enter_agent_0', 'agent_2_enters', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits']",first_order_1_no_tom,true_belief
Mia entered the cellar. Abigail entered the cellar. The eggplant is in the pantry. The pantry is in the cellar. Abigail moved the eggplant to the basket. The basket is in the cellar. Jack likes the underpants. Mia exited the cellar.,Where does Abigail think that Mia searches for the eggplant?,basket,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits']",second_order_1_no_tom,true_belief
Sophia entered the lounge. Oliver entered the lounge. The lemon is in the crate. The crate is in the lounge. Emily entered the lounge. Sophia moved the lemon to the basket. The basket is in the lounge. Oliver exited the lounge.,Where does Sophia think that Oliver searches for the lemon?,basket,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_2_enters', 'agent_1_exits']",second_order_0_no_tom,true_belief
Jacob entered the lounge. Emily entered the lounge. Jayden dislikes the eggplant. The celery is in the bottle. The bottle is in the lounge. Jacob likes the shirt. Jacob moved the celery to the drawer. The drawer is in the lounge. Emily exited the lounge. Jayden entered the lounge. Emily entered the lounge.,Where will Jacob look for the celery?,drawer,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_2_enters']",first_order_0_no_tom,true_belief
Emma entered the garden. Olivia entered the lounge. Oliver entered the garden. Olivia exited the lounge. The t-shirt is in the box. The box is in the garden. Oliver moved the t-shirt to the basket. The basket is in the garden. Emma exited the garden. Oliver exited the garden. Emma entered the lounge.,Where will Oliver look for the t-shirt?,basket,"['enter_agent_1', 'agent_2_enters', 'enter_agent_0', 'agent_2_exits', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc']",first_order_1_no_tom,second_order_false_belief
Lucas loves the belt. Lucas entered the hall. Abigail entered the hall. The orange is in the box. The box is in the hall. Abigail exited the hall. Emma loves the tangerine. Lucas moved the orange to the pantry. The pantry is in the hall. Lucas exited the hall. Emma entered the hall. Emma exited the hall. Abigail entered the playroom.,Where is the orange really?,pantry,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_alt_loc', 'agent_2_enters', 'agent_2_exits']",reality,second_order_false_belief
Avery entered the closet. Emma entered the closet. Carter hates the jeans. The tie is in the treasure_chest. The treasure_chest is in the closet. Emma exited the closet. Emma entered the closet. Avery moved the tie to the crate. The crate is in the closet.,Where does Emma think that Avery searches for the tie?,crate,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj']",second_order_1_no_tom,true_belief
Hannah entered the bedroom. William entered the bedroom. Noah entered the attic. The sweet_potato is in the box. The box is in the bedroom. Hannah moved the sweet_potato to the container. The container is in the bedroom. Hannah hates the turnip. William exited the bedroom.,Where was the sweet_potato at the beginning?,box,"['enter_agent_0', 'enter_agent_1', 'agent_2_enters', 'agent_0_moves_obj', 'agent_1_exits']",memory,true_belief
Ethan entered the garden. Hannah is in the garden. The cap is in the envelope. The envelope is in the garden. Hannah exited the garden. Hannah entered the garden. Ethan moved the cap to the suitcase. The suitcase is in the garden.,Where does Hannah think that Ethan searches for the cap?,suitcase,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj']",second_order_1_no_tom,true_belief
Aiden loves the cabbage. Aiden entered the basement. Jackson entered the basement. The dress is in the suitcase. The suitcase is in the basement. James entered the basement. Jackson exited the basement. Jackson entered the basement. Aiden moved the dress to the envelope. The envelope is in the basement.,Where is the dress really?,envelope,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_2_enters', 'agent_1_reenters_loc', 'agent_0_moves_obj']",reality,true_belief
Owen entered the office. Ava entered the office. The potato is in the container. The container is in the office. Ava likes the lemon. Mason loves the belt. Ava moved the potato to the bucket. The bucket is in the office. Owen exited the office.,Where is the potato really?,bucket,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits']",reality,true_belief
Emma loves the asparagus. Carter entered the study. Emma entered the study. Emma loves the dress. The slacks is in the bucket. The bucket is in the study. Carter moved the slacks to the envelope. The envelope is in the study. Emma exited the study. William entered the study.,Where was the slacks at the beginning?,bucket,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_2_enters']",memory,true_belief
Nathan entered the garden. James entered the garden. The cap is in the container. The container is in the garden. James moved the cap to the box. The box is in the garden. Nathan exited the garden. James dislikes the skirt. James exited the garden. Nathan entered the garden.,Where does James think that Nathan searches for the cap?,box,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",second_order_1_no_tom,second_order_false_belief
Isabella entered the garage. Emma entered the garage. The stockings is in the crate. The crate is in the garage. Isla entered the garage. Isla exited the garage. Emma moved the stockings to the treasure_chest. The treasure_chest is in the garage. Isabella exited the garage. Emma exited the garage. Isabella entered the garage.,Where will Isabella look for the stockings?,treasure_chest,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_2_enters', 'agent_2_exits', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",first_order_0_no_tom,second_order_false_belief
Olivia entered the back_yard. Jacob entered the back_yard. The lettuce is in the drawer. The drawer is in the back_yard. Jacob moved the lettuce to the bucket. The bucket is in the back_yard. Olivia exited the back_yard. Jackson entered the back_yard.,Where will Jacob look for the lettuce?,bucket,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_2_enters']",first_order_1_no_tom,true_belief
Abigail entered the hall. Logan entered the hall. The radish is in the crate. The crate is in the hall. Logan moved the radish to the drawer. The drawer is in the hall. Oliver entered the crawlspace. Abigail loves the corn. Abigail exited the hall. Abigail entered the crawlspace.,Where will Logan look for the radish?,drawer,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_2_enters', 'agent_1_reenters_alt_loc']",first_order_1_no_tom,true_belief
Olivia entered the attic. Olivia loves the socks. Mia entered the attic. The t-shirt is in the envelope. The envelope is in the attic. Amelia entered the lounge. Mia moved the t-shirt to the treasure_chest. The treasure_chest is in the attic. Olivia exited the attic. Olivia entered the lounge. Amelia likes the raincoat.,Where will Olivia look for the t-shirt?,treasure_chest,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_2_enters', 'agent_1_exits', 'agent_1_reenters_alt_loc']",first_order_0_no_tom,true_belief
Olivia entered the basement. Ethan entered the basement. Hannah entered the basement. Hannah hates the apple. The persimmon is in the drawer. The drawer is in the basement. Ethan moved the persimmon to the bucket. The bucket is in the basement. Hannah likes the banana. Olivia exited the basement.,Where will Olivia look for the persimmon?,bucket,"['enter_agent_1', 'enter_agent_0', 'agent_2_enters', 'agent_0_moves_obj', 'agent_1_exits']",first_order_0_no_tom,true_belief
Ethan entered the crawlspace. Lucas entered the crawlspace. Jayden entered the crawlspace. The sweatshirt is in the treasure_chest. The treasure_chest is in the crawlspace. Ethan moved the sweatshirt to the container. The container is in the crawlspace. Jayden exited the crawlspace.,Where does Ethan think that Jayden searches for the sweatshirt?,container,"['enter_agent_0', 'agent_2_enters', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits']",second_order_0_no_tom,true_belief
Nathan likes the cabbage. Aiden entered the staircase. Nathan entered the staircase. The green_pepper is in the box. The box is in the staircase. Emily entered the office. Emily exited the office. Nathan moved the green_pepper to the drawer. The drawer is in the staircase. Aiden exited the staircase. Nathan exited the staircase. Aiden entered the office.,Where will Aiden look for the green_pepper?,drawer,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_2_enters', 'agent_2_exits', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc']",first_order_0_no_tom,second_order_false_belief
Liam entered the staircase. Lily hates the cucumber. Liam loves the turnip. Lily entered the sunroom. Olivia entered the staircase. The orange is in the treasure_chest. The treasure_chest is in the staircase. Olivia exited the staircase. Liam moved the orange to the bucket. The bucket is in the staircase.,Where will Olivia look for the orange?,treasure_chest,"['enter_agent_0', 'agent_2_enters', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj']",first_order_1_tom,false_belief
Avery entered the pantry. Carter dislikes the melon. Carter entered the pantry. Owen hates the watermelon. The sweater is in the drawer. The drawer is in the pantry. Avery moved the sweater to the box. The box is in the pantry. Carter exited the pantry. Owen entered the bathroom. Avery exited the pantry. Carter entered the bathroom.,Where is the sweater really?,box,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_2_enters', 'agent_1_reenters_alt_loc']",reality,second_order_false_belief
Hannah entered the workshop. Aiden entered the workshop. The socks is in the treasure_chest. The treasure_chest is in the workshop. Nathan entered the workshop. Aiden moved the socks to the cupboard. The cupboard is in the workshop. Hannah exited the workshop. Nathan loves the stockings.,Where will Hannah look for the socks?,cupboard,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_2_enters', 'agent_1_exits']",first_order_0_no_tom,true_belief
Jacob entered the pantry. Oliver entered the pantry. The boots is in the suitcase. The suitcase is in the pantry. Jacob moved the boots to the bottle. The bottle is in the pantry. Mila entered the pantry. Mila hates the persimmon. Oliver exited the pantry. Jacob exited the pantry. Mila exited the pantry. Oliver entered the pantry.,Where does Oliver think that Jacob searches for the boots?,bottle,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_2_enters', 'agent_0_exits', 'agent_1_reenters_loc', 'agent_2_exits']",second_order_1_no_tom,second_order_false_belief
Hunter entered the TV_room. Avery entered the TV_room. Noah hates the pineapple. Noah entered the TV_room. The suit is in the bathtub. The bathtub is in the TV_room. Avery moved the suit to the bottle. The bottle is in the TV_room. Noah exited the TV_room. Avery exited the TV_room. Hunter hates the trousers. Noah entered the dining_room.,Where is the suit really?,bottle,"['agent_2_enters', 'enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc']",reality,second_order_false_belief
Elizabeth entered the playroom. Elizabeth dislikes the watermelon. Logan entered the playroom. Elizabeth loves the apple. The broccoli is in the treasure_chest. The treasure_chest is in the playroom. Elizabeth moved the broccoli to the cupboard. The cupboard is in the playroom. Carter entered the basement. Logan exited the playroom. Logan entered the basement.,Where does Elizabeth think that Logan searches for the broccoli?,cupboard,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_2_enters', 'agent_1_reenters_alt_loc']",second_order_0_no_tom,true_belief
Jayden entered the patio. Noah entered the patio. The trousers is in the basket. The basket is in the patio. Jayden exited the patio. Noah moved the trousers to the pantry. The pantry is in the patio. Benjamin dislikes the jacket.,Where does Jayden think that Noah searches for the trousers?,basket,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj']",second_order_0_tom,false_belief
Isla entered the playroom. Jayden entered the playroom. Isla dislikes the lettuce. The skirt is in the bottle. The bottle is in the playroom. Isla exited the playroom. Isla entered the garden. Avery entered the playroom. Jayden moved the skirt to the envelope. The envelope is in the playroom.,Where will Isla look for the skirt?,bottle,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_1_reenters_alt_loc', 'agent_0_moves_obj', 'agent_2_enters']",first_order_0_tom,true_belief
Elizabeth entered the garden. Elizabeth hates the cabbage. Alexander entered the garden. The broccoli is in the bathtub. The bathtub is in the garden. Alexander exited the garden. Elizabeth moved the broccoli to the suitcase. The suitcase is in the garden. Alexander dislikes the plum. Alexander entered the garden.,Where does Elizabeth think that Alexander searches for the broccoli?,suitcase,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_1_reenters_loc']",second_order_0_no_tom,false_belief
Mia entered the attic. Hannah entered the attic. The slacks is in the basket. The basket is in the attic. Hannah moved the slacks to the bathtub. The bathtub is in the attic. Alexander dislikes the broccoli. Mia exited the attic. Alexander entered the attic.,Where does Hannah think that Mia searches for the slacks?,bathtub,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_2_enters']",second_order_1_no_tom,true_belief
Jackson entered the garden. Jack is in the garden. Ava entered the closet. The green_pepper is in the bottle. The bottle is in the garden. Jackson exited the garden. Ava exited the closet. Jack moved the green_pepper to the container. The container is in the garden. Jackson entered the garden.,Where does Jackson think that Jack searches for the green_pepper?,container,"['enter_agent_1', 'enter_agent_0', 'agent_2_enters', 'agent_1_exits', 'agent_0_moves_obj', 'agent_2_exits', 'agent_1_reenters_loc']",second_order_0_no_tom,false_belief
Logan entered the hall. Sophia dislikes the apple. Sophia entered the hall. The pear is in the basket. The basket is in the hall. Sophia likes the scarf. Sophia moved the pear to the pantry. The pantry is in the hall. Logan exited the hall.,Where will Sophia look for the pear?,pantry,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits']",first_order_1_no_tom,true_belief
Isabella entered the workshop. Mia entered the workshop. The onion is in the box. The box is in the workshop. Isabella exited the workshop. Isabella entered the workshop. Mia moved the onion to the basket. The basket is in the workshop.,Where was the onion at the beginning?,box,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj']",memory,true_belief
Oliver entered the kitchen. Isabella entered the kitchen. The turnip is in the crate. The crate is in the kitchen. Oliver exited the kitchen. Isabella moved the turnip to the suitcase. The suitcase is in the kitchen. Carter entered the kitchen. Isabella likes the cap. Carter dislikes the potato. Oliver entered the hallway.,Where is the turnip really?,suitcase,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_1_reenters_alt_loc', 'agent_2_enters']",reality,false_belief
Ethan entered the laundry. Nathan entered the lounge. Ethan exited the laundry. Avery entered the lounge. Nathan hates the gloves. The suit is in the bottle. The bottle is in the lounge. Avery exited the lounge. Nathan loves the pants. Nathan moved the suit to the crate. The crate is in the lounge. Nathan exited the lounge. Avery entered the lounge.,Where does Nathan think that Avery searches for the suit?,bottle,"['agent_2_enters', 'enter_agent_0', 'agent_2_exits', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_loc']",second_order_0_tom,second_order_false_belief
Mia entered the patio. Carter entered the patio. Olivia entered the living_room. The strawberry is in the box. The box is in the patio. Carter exited the patio. Mia moved the strawberry to the container. The container is in the patio.,Where was the strawberry at the beginning?,box,"['enter_agent_0', 'enter_agent_1', 'agent_2_enters', 'agent_1_exits', 'agent_0_moves_obj']",memory,false_belief
Isla entered the bedroom. Isla exited the bedroom. Elizabeth entered the bedroom. Jayden entered the bedroom. The watermelon is in the box. The box is in the bedroom. Jayden likes the green_pepper. Elizabeth exited the bedroom. Isla hates the broccoli. Jayden moved the watermelon to the cupboard. The cupboard is in the bedroom.,Where is the watermelon really?,cupboard,"['agent_2_enters', 'agent_2_exits', 'enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj']",reality,false_belief
